105.6272	-1028.443226
110.3632	-1028.4609487
115.2386	-1028.474434
125.4161	-1028.491027
136.1758	-1028.496903
147.5339	-1028.494652
159.5067	-1028.486288
172.1103	-1028.473282
185.361		-1028.456798
199.2749	-1028.437765
